PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60285;M Islam in de moderne wereld;voltijd onderwijs;vrouw;13;3;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60308;M Communicatiestudies;voltijd onderwijs;man;14;4;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60308;M Communicatiestudies;voltijd onderwijs;vrouw;37;13;2;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60309;M Linguistics: the Study of the Language Faculty (research);voltijd onderwijs;man;3;3;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60309;M Linguistics: the Study of the Language Faculty (research);voltijd onderwijs;vrouw;40;21;7;1;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60310;M Philosophy (research);voltijd onderwijs;man;13;11;5;2;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60310;M Philosophy (research);voltijd onderwijs;vrouw;7;6;4;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60623;M American Studies;voltijd onderwijs;man;27;10;2;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60623;M American Studies;voltijd onderwijs;vrouw;39;21;3;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60712;M Conflict Studies and Human Rights;voltijd onderwijs;man;11;0;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60712;M Conflict Studies and Human Rights;voltijd onderwijs;vrouw;34;4;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60714;M Antieke Cultuur;voltijd onderwijs;man;9;2;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60714;M Antieke Cultuur;voltijd onderwijs;vrouw;10;3;2;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60715;M Kunstbeleid en -management;voltijd onderwijs;man;12;4;2;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60715;M Kunstbeleid en -management;voltijd onderwijs;vrouw;60;23;2;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60716;M Theaterwetenschap;voltijd onderwijs;man;4;0;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60716;M Theaterwetenschap;voltijd onderwijs;vrouw;36;11;2;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60718;M Nieuwe Media en Digitale Cultuur;voltijd onderwijs;man;38;34;12;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60718;M Nieuwe Media en Digitale Cultuur;voltijd onderwijs;vrouw;45;34;9;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60719;M Comparative Women's Studies;voltijd onderwijs;man;1;0;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60719;M Comparative Women's Studies;voltijd onderwijs;vrouw;21;8;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60722;M Historical and Comparative Studies of the Sciences and Humanities (research);voltijd onderwijs;man;6;3;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60722;M Historical and Comparative Studies of the Sciences and Humanities (research);voltijd onderwijs;vrouw;5;3;1;1;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60724;M Toegepaste Ethiek;deeltijd onderwijs;man;5;2;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60724;M Toegepaste Ethiek;deeltijd onderwijs;vrouw;6;2;1;1;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60724;M Toegepaste Ethiek;voltijd onderwijs;man;6;5;2;1;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60724;M Toegepaste Ethiek;voltijd onderwijs;vrouw;10;5;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60726;M Religie en Theologie;deeltijd onderwijs;man;37;29;13;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60726;M Religie en Theologie;deeltijd onderwijs;vrouw;41;27;13;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60726;M Religie en Theologie;voltijd onderwijs;man;17;7;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60726;M Religie en Theologie;voltijd onderwijs;vrouw;22;11;5;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60734;M Internationale betrekkingen;voltijd onderwijs;man;87;92;80;72;90;78;88;73;62;63
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60734;M Internationale betrekkingen;voltijd onderwijs;vrouw;75;102;75;79;94;77;92;89;84;81
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60736;M Middeleeuwse studies;voltijd onderwijs;man;1;0;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60736;M Middeleeuwse studies;voltijd onderwijs;vrouw;16;6;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60737;M Renaissance Studies;voltijd onderwijs;man;3;2;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60737;M Renaissance Studies;voltijd onderwijs;vrouw;9;2;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60739;M Cultureel Erfgoed;voltijd onderwijs;man;3;1;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60739;M Cultureel Erfgoed;voltijd onderwijs;vrouw;13;4;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60758;M Art History of the Low Countries in its European Context (research);voltijd onderwijs;man;3;0;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60758;M Art History of the Low Countries in its European Context (research);voltijd onderwijs;vrouw;16;8;1;1;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60759;M Gender and Ethnicity (research);voltijd onderwijs;man;0;1;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60759;M Gender and Ethnicity (research);voltijd onderwijs;vrouw;27;14;2;2;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60760;M History: Cities, States and Citizenship (research);voltijd onderwijs;man;14;11;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60760;M History: Cities, States and Citizenship (research);voltijd onderwijs;vrouw;11;8;2;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60761;M Literary Studies: Literature in the Modern Age (research);voltijd onderwijs;man;9;4;1;1;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60761;M Literary Studies: Literature in the Modern Age (research);voltijd onderwijs;vrouw;11;7;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60762;M Medieval Studies (research);voltijd onderwijs;man;14;12;4;1;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60762;M Medieval Studies (research);voltijd onderwijs;vrouw;14;7;3;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60763;M Musicology (research);voltijd onderwijs;man;4;2;1;1;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60763;M Musicology (research);voltijd onderwijs;vrouw;2;1;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60764;M Nederlandse Literatuur (research);voltijd onderwijs;man;1;0;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60764;M Nederlandse Literatuur (research);voltijd onderwijs;vrouw;4;2;1;1;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;voltijd onderwijs;man;0;15;11;22;19;16;17;19;17;8
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;voltijd onderwijs;vrouw;0;56;83;92;88;82;72;73;71;47
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60814;M Letterkunde (research);voltijd onderwijs;man;0;1;2;11;10;10;13;11;8;9
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60814;M Letterkunde (research);voltijd onderwijs;vrouw;0;7;19;36;40;51;39;37;28;28
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;man;0;7;9;14;20;17;16;14;14;14
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;vrouw;0;52;92;113;129;116;98;82;83;96
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;man;0;6;12;14;7;7;13;16;14;12
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;vrouw;0;15;28;38;41;44;49;53;50;36
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;deeltijd onderwijs;man;0;3;11;12;13;17;14;7;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;deeltijd onderwijs;vrouw;0;2;7;6;4;6;7;6;7;8
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;man;0;14;18;27;26;33;24;33;20;27
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;vrouw;0;13;16;21;20;21;15;32;40;31
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;man;0;9;13;18;11;5;4;3;3;2
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;vrouw;0;14;22;21;18;7;8;5;6;7
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;man;0;6;8;10;10;10;6;9;8;8
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;vrouw;0;14;24;31;20;11;11;12;16;14
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;man;0;7;10;10;13;22;25;26;24;25
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;vrouw;0;21;49;61;59;65;98;104;108;111
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;deeltijd onderwijs;man;0;0;0;0;0;0;0;1;1;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;deeltijd onderwijs;vrouw;0;0;0;0;0;0;1;3;3;4
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;voltijd onderwijs;man;0;36;89;125;94;70;49;30;30;24
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60830;M Mediastudies;voltijd onderwijs;vrouw;0;52;111;141;130;121;116;78;60;63
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60832;M Mediastudies (research);voltijd onderwijs;man;0;1;4;6;3;8;9;12;13;14
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60832;M Mediastudies (research);voltijd onderwijs;vrouw;0;4;9;12;16;16;16;18;23;28
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60833;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;man;0;0;0;0;8;9;12;13;11;9
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60833;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;vrouw;0;0;0;0;67;53;51;54;50;50
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60845;M Noord-Amerika Studies;voltijd onderwijs;man;0;7;11;16;12;13;7;3;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60845;M Noord-Amerika Studies;voltijd onderwijs;vrouw;0;17;22;20;28;26;11;4;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60849;M Neerlandistiek;deeltijd onderwijs;man;0;1;3;3;3;3;2;1;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60849;M Neerlandistiek;deeltijd onderwijs;vrouw;0;4;8;11;11;8;5;2;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60849;M Neerlandistiek;voltijd onderwijs;man;0;0;0;0;0;0;1;1;5;8
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60849;M Neerlandistiek;voltijd onderwijs;vrouw;0;0;0;0;0;0;19;19;16;13
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60851;M Neerlandistiek (research);voltijd onderwijs;man;0;0;3;2;6;6;5;5;5;7
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60851;M Neerlandistiek (research);voltijd onderwijs;vrouw;0;3;3;8;10;13;15;18;21;21
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;deeltijd onderwijs;man;14;11;10;11;17;21;12;9;5;3
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;deeltijd onderwijs;vrouw;6;10;8;4;2;5;6;5;3;6
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;voltijd onderwijs;man;49;36;43;48;45;35;28;33;38;35
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;voltijd onderwijs;vrouw;38;45;29;29;48;40;38;40;40;36
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66061;M Vertaalwetenschap;voltijd onderwijs;man;0;0;0;0;0;0;0;0;0;6
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66061;M Vertaalwetenschap;voltijd onderwijs;vrouw;0;0;0;0;0;0;0;0;0;12
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66081;M Wijsbegeerte;deeltijd onderwijs;man;10;5;3;1;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66081;M Wijsbegeerte;deeltijd onderwijs;vrouw;5;2;2;2;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66081;M Wijsbegeerte;voltijd onderwijs;man;14;5;1;2;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66081;M Wijsbegeerte;voltijd onderwijs;vrouw;5;0;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66091;M Keltische Talen en Cultuur;voltijd onderwijs;man;2;0;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66091;M Keltische Talen en Cultuur;voltijd onderwijs;vrouw;1;0;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66700;M Muziekwetenschap;voltijd onderwijs;man;10;5;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66700;M Muziekwetenschap;voltijd onderwijs;vrouw;7;3;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66702;M Film- en Televisiewetenschap;voltijd onderwijs;man;36;23;8;4;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66702;M Film- en Televisiewetenschap;voltijd onderwijs;vrouw;59;44;10;7;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66802;M Literatuurwetenschap;voltijd onderwijs;man;8;5;2;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66802;M Literatuurwetenschap;voltijd onderwijs;vrouw;20;8;2;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66803;M Taalwetenschap;voltijd onderwijs;man;7;4;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66803;M Taalwetenschap;voltijd onderwijs;vrouw;10;2;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66804;M Nederlandse Taal en Cultuur;deeltijd onderwijs;man;8;4;3;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66804;M Nederlandse Taal en Cultuur;deeltijd onderwijs;vrouw;22;15;5;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66804;M Nederlandse Taal en Cultuur;voltijd onderwijs;man;6;3;0;0;0;0;0;0;0;0
