PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60727;M Economics and Geography;voltijd onderwijs;man;9;1;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60727;M Economics and Geography;voltijd onderwijs;vrouw;2;1;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60731;M Development Studies;voltijd onderwijs;man;28;14;12;19;19;18;19;25;11;21
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60731;M Development Studies;voltijd onderwijs;vrouw;54;44;24;32;34;33;36;43;43;45
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60745;M Culturele Antropologie;voltijd onderwijs;man;12;8;17;11;5;13;17;19;16;12
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60745;M Culturele Antropologie;voltijd onderwijs;vrouw;46;34;44;41;23;42;48;43;32;38
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60746;M Algemene Sociale Wetenschappen;voltijd onderwijs;man;19;22;19;24;24;15;17;21;16;13
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60746;M Algemene Sociale Wetenschappen;voltijd onderwijs;vrouw;59;85;76;77;106;101;89;90;97;75
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60748;M Sociology and Social Research (research);voltijd onderwijs;man;7;11;9;6;8;8;10;12;13;13
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60748;M Sociology and Social Research (research);voltijd onderwijs;vrouw;17;11;16;13;15;23;20;14;17;14
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60749;M Educational Sciences: Learning in Interaction (research);voltijd onderwijs;man;3;3;1;2;3;3;7;8;6;3
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60749;M Educational Sciences: Learning in Interaction (research);voltijd onderwijs;vrouw;7;10;15;26;26;30;31;25;21;16
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66469;M Criminologie;voltijd onderwijs;man;8;8;14;20;20;20;25;24;22;16
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66469;M Criminologie;voltijd onderwijs;vrouw;33;46;59;55;57;54;63;67;63;62
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66601;M Sociologie;voltijd onderwijs;man;24;15;20;21;25;22;23;21;18;16
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66601;M Sociologie;voltijd onderwijs;vrouw;36;36;25;35;25;36;36;38;41;44
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66604;M Psychology;voltijd onderwijs;man;101;107;94;124;125;121;126;101;104;112
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66604;M Psychology;voltijd onderwijs;vrouw;388;388;391;446;486;522;466;450;442;455
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66607;M Pedagogische Wetenschappen;voltijd onderwijs;man;9;12;15;20;20;18;12;16;8;15
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66607;M Pedagogische Wetenschappen;voltijd onderwijs;vrouw;345;371;409;420;416;394;351;283;275;263
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66613;M Onderwijskunde;deeltijd onderwijs;man;34;40;39;37;37;33;32;22;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66613;M Onderwijskunde;deeltijd onderwijs;vrouw;78;69;62;73;69;55;56;51;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66613;M Onderwijskunde;voltijd onderwijs;man;7;10;13;13;13;16;19;16;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66613;M Onderwijskunde;voltijd onderwijs;vrouw;81;87;107;95;85;103;86;113;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66620;M Sociale Geografie;deeltijd onderwijs;man;13;8;2;6;7;9;6;6;5;5
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66620;M Sociale Geografie;deeltijd onderwijs;vrouw;3;2;1;2;2;4;4;1;1;4
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66620;M Sociale Geografie;voltijd onderwijs;man;99;109;105;109;111;124;118;114;81;80
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66620;M Sociale Geografie;voltijd onderwijs;vrouw;62;60;74;75;64;63;72;77;63;51
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66622;M Planologie;deeltijd onderwijs;man;4;4;2;0;2;2;4;2;3;2
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66622;M Planologie;deeltijd onderwijs;vrouw;3;0;1;2;3;2;0;2;3;3
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66622;M Planologie;voltijd onderwijs;man;67;65;43;40;42;29;26;27;36;37
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66622;M Planologie;voltijd onderwijs;vrouw;24;30;22;23;23;19;27;30;25;27
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66631;M Migration, Ethnic relations and Multiculturalism (research);voltijd onderwijs;man;4;3;3;4;4;5;6;4;5;7
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66631;M Migration, Ethnic relations and Multiculturalism (research);voltijd onderwijs;vrouw;24;19;16;12;18;25;28;20;19;19
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);60704;M Neuroscience and Cognition;voltijd onderwijs;man;38;42;43;36;27;34;25;34;35;41
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);60704;M Neuroscience and Cognition;voltijd onderwijs;vrouw;49;44;54;81;93;97;100;107;116;105
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;man;128;209;280;281;283;307;303;320;319;297
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;vrouw;323;526;688;712;722;750;703;681;663;588
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66563;M Klinische Gezondheidswetenschappen;deeltijd onderwijs;man;15;26;26;33;30;28;39;36;28;31
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66563;M Klinische Gezondheidswetenschappen;deeltijd onderwijs;vrouw;79;106;111;101;104;119;140;149;154;154
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66570;M Diergeneeskunde;voltijd onderwijs;man;19;50;88;118;136;133;131;128;122;118
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66570;M Diergeneeskunde;voltijd onderwijs;vrouw;116;270;404;475;488;552;532;552;549;548
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66576;M Fysiotherapiewetenschap;deeltijd onderwijs;man;21;0;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66576;M Fysiotherapiewetenschap;deeltijd onderwijs;vrouw;20;0;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66577;M Logopediewetenschap;deeltijd onderwijs;man;3;3;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66577;M Logopediewetenschap;deeltijd onderwijs;vrouw;12;18;23;20;7;2;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66577;M Logopediewetenschap;voltijd onderwijs;vrouw;5;10;11;10;7;1;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66583;M Geneeskunde, klinisch onderzoeker;voltijd onderwijs;man;54;53;53;57;55;59;59;55;51;47
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66583;M Geneeskunde, klinisch onderzoeker;voltijd onderwijs;vrouw;121;126;124;120;127;126;122;118;133;142
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66990;M Biomedical Sciences;voltijd onderwijs;man;129;122;119;141;125;121;141;134;158;162
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);66990;M Biomedical Sciences;voltijd onderwijs;vrouw;196;203;229;252;244;258;255;274;328;354
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60293;M Biologische Wetenschappen;voltijd onderwijs;man;115;117;101;118;123;147;169;170;120;64
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60293;M Biologische Wetenschappen;voltijd onderwijs;vrouw;104;130;132;131;132;132;170;179;136;63
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60294;M Pharmaceutical Sciences;deeltijd onderwijs;man;3;1;1;1;1;1;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60294;M Pharmaceutical Sciences;deeltijd onderwijs;vrouw;0;1;1;1;1;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60294;M Pharmaceutical Sciences;voltijd onderwijs;man;22;23;20;31;30;34;43;40;29;13
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60294;M Pharmaceutical Sciences;voltijd onderwijs;vrouw;22;17;16;17;33;47;54;57;36;8
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60703;M Mathematische Wetenschappen;voltijd onderwijs;man;75;73;86;82;90;97;94;79;82;98
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60703;M Mathematische Wetenschappen;voltijd onderwijs;vrouw;23;19;21;27;22;19;21;20;31;34
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60705;M Natuurkunde en Meteorologie & Fysische Oceanografie;voltijd onderwijs;man;106;119;97;115;128;131;122;125;147;148
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60705;M Natuurkunde en Meteorologie & Fysische Oceanografie;voltijd onderwijs;vrouw;28;29;26;31;36;33;29;33;43;34
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60706;M Chemische Wetenschappen;voltijd onderwijs;man;74;68;64;73;72;75;86;87;94;105
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60706;M Chemische Wetenschappen;voltijd onderwijs;vrouw;30;38;43;43;43;38;51;54;50;35
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60708;M Educatie en Communicatie in de Betawetenschappen;voltijd onderwijs;man;25;24;21;25;28;24;26;33;31;28
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60708;M Educatie en Communicatie in de Betawetenschappen;voltijd onderwijs;vrouw;34;48;48;41;39;29;30;37;36;35
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60709;M Science and Innovation;voltijd onderwijs;man;88;92;68;88;139;167;175;204;224;245
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60709;M Science and Innovation;voltijd onderwijs;vrouw;20;22;18;35;60;68;83;111;138;127
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60710;M Natuurwetenschappen en Bedrijf;voltijd onderwijs;man;91;120;134;111;84;68;83;82;73;56
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60710;M Natuurwetenschappen en Bedrijf;voltijd onderwijs;vrouw;39;40;42;48;56;40;55;58;71;70
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60711;M History and Philosophy of Science;voltijd onderwijs;man;15;23;27;25;36;37;43;37;34;38
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60711;M History and Philosophy of Science;voltijd onderwijs;vrouw;3;5;5;11;16;18;20;24;27;22
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60732;M Geographical Sciences;deeltijd onderwijs;man;31;24;19;12;14;8;7;6;3;2
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60732;M Geographical Sciences;deeltijd onderwijs;vrouw;13;8;7;7;4;3;2;3;1;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60732;M Geographical Sciences;voltijd onderwijs;man;22;29;32;42;46;52;67;89;92;78
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60732;M Geographical Sciences;voltijd onderwijs;vrouw;4;8;9;19;20;22;26;29;32;37
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60809;M Information Science;voltijd onderwijs;man;146;155;135;114;96;79;109;143;174;184
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60809;M Information Science;voltijd onderwijs;vrouw;16;23;16;16;15;20;20;31;36;56
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60810;M Environmental Sciences;voltijd onderwijs;man;101;112;117;117;115;130;121;130;147;154
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);60810;M Environmental Sciences;voltijd onderwijs;vrouw;95;121;101;108;124;140;141;147;177;197
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);66157;M Farmacie;voltijd onderwijs;man;155;155;156;157;141;173;175;187;159;140
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);66157;M Farmacie;voltijd onderwijs;vrouw;320;337;355;337;318;311;302;299;275;282
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);66872;M Sterrenkunde;voltijd onderwijs;man;12;10;3;1;1;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);66872;M Sterrenkunde;voltijd onderwijs;vrouw;4;4;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);66978;M Informatica;voltijd onderwijs;man;216;230;240;251;243;227;242;229;240;245
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);66978;M Informatica;voltijd onderwijs;vrouw;16;23;22;21;17;27;27;26;23;34
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);66981;M Artificial Intelligence;voltijd onderwijs;man;32;27;26;35;44;59;77;97;120;154
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);66981;M Artificial Intelligence;voltijd onderwijs;vrouw;10;13;14;15;14;17;20;38;59;61
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);66986;M Earth Sciences;voltijd onderwijs;man;121;132;159;188;214;247;280;301;281;258
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);66986;M Earth Sciences;voltijd onderwijs;vrouw;100;98;91;84;111;139;174;195;181;174
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);68713;M Biosciences;voltijd onderwijs;man;0;0;0;0;0;0;0;0;77;168
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);68713;M Biosciences;voltijd onderwijs;vrouw;0;0;0;0;0;0;0;0;90;215
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60165;M Notarieel Recht;voltijd onderwijs;man;36;0;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60165;M Notarieel Recht;voltijd onderwijs;vrouw;97;0;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60602;M European Law;voltijd onderwijs;man;0;13;15;15;17;16;21;19;17;24
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60602;M European Law;voltijd onderwijs;vrouw;0;29;38;34;33;24;30;15;28;31
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60741;M Onderneming en recht;voltijd onderwijs;man;75;69;71;79;82;75;71;56;45;54
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60741;M Onderneming en recht;voltijd onderwijs;vrouw;90;73;57;62;81;72;69;45;38;42
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60742;M Law and Economics;voltijd onderwijs;man;19;13;9;19;15;21;35;24;29;31
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60742;M Law and Economics;voltijd onderwijs;vrouw;11;12;7;17;11;20;19;17;25;20
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60744;M Legal Research (research);voltijd onderwijs;man;18;15;13;15;23;20;18;23;21;21
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60744;M Legal Research (research);voltijd onderwijs;vrouw;16;16;19;31;27;34;33;28;25;24
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60856;M Public International Law;voltijd onderwijs;man;0;16;29;32;35;26;16;20;30;28
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);60856;M Public International Law;voltijd onderwijs;vrouw;0;33;56;73;57;49;58;67;68;98
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);66451;M Nederlands Recht;deeltijd onderwijs;man;19;20;11;3;5;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);66451;M Nederlands Recht;deeltijd onderwijs;vrouw;22;19;10;6;2;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);66451;M Nederlands Recht;voltijd onderwijs;man;157;155;118;153;171;150;104;103;105;99
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);66451;M Nederlands Recht;voltijd onderwijs;vrouw;311;269;263;285;327;259;201;176;208;204
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;man;17;2;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;vrouw;16;7;1;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;man;0;30;25;17;16;19;17;16;10;14
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;vrouw;0;82;58;49;44;53;48;60;45;47
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);66829;M Energy and Climate Law;voltijd onderwijs;man;58;15;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;recht;n.v.t. (recht);66829;M Energy and Climate Law;voltijd onderwijs;vrouw;106;29;0;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;deeltijd onderwijs;man;0;0;0;0;0;0;0;1;2;4
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;deeltijd onderwijs;vrouw;0;0;0;0;0;0;1;3;10;11
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;man;0;23;37;46;41;38;46;43;39;38
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;vrouw;0;94;123;151;136;147;166;174;169;160
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60128;M Filosofie (research);voltijd onderwijs;man;0;2;11;23;21;13;13;18;22;15
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60128;M Filosofie (research);voltijd onderwijs;vrouw;0;1;3;7;5;9;13;13;8;8
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60139;M Geschiedenis (research);voltijd onderwijs;man;0;9;19;31;36;39;41;43;53;46
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60139;M Geschiedenis (research);voltijd onderwijs;vrouw;0;19;41;44;47;51;54;44;39;55
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60174;M Latijns-Amerika Studies;voltijd onderwijs;man;4;7;4;3;1;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60174;M Latijns-Amerika Studies;voltijd onderwijs;vrouw;24;13;4;5;3;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60194;M Media Studies (research);voltijd onderwijs;man;7;5;2;0;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60194;M Media Studies (research);voltijd onderwijs;vrouw;9;7;5;1;0;0;0;0;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60285;M Islam in de moderne wereld;voltijd onderwijs;man;7;3;0;0;0;0;0;0;0;0
